Magnetic Field (Oe),Temperature (K),Moment (emu),M (emu/g)
15091.7861328125,3.0016849,0.632218554320748,22.1055438573688
15221.6240234375,3.0033487,0.63367933018926,22.1566199366874
15336.47265625,3.0042411,0.63515058584393,22.2080624420954
15521.4033203125,3.0022466,0.638316618649316,22.3187628898362
15681.4443359375,3.00272725,0.639915744514179,22.3746763816147
15741.5625,3.00357475,0.642795638200096,22.4753719650383
15981.76171875,3.003304,0.644366969573942,22.5303136214665
16051.9555664062,3.0027952,0.647206494152923,22.6295976976546
16167.0654296875,3.0043374,0.648579620379742,22.6776091041868
16291.9711914062,3.0051075,0.650001783670102,22.7273350933602
16421.94140625,3.0038967,0.651474482478884,22.7788280587022
16547.306640625,3.00345145,0.654238971925684,22.8754885288701
16672.638671875,3.00329635,0.655606795667085,22.9233145338142
16882.6669921875,3.00309555,0.656946624699414,22.9701617027767
16937.6337890625,3.0019088,0.658300974576627,23.0175165935884
17047.93359375,3.00281035,0.660882950939809,23.1077954874059
17173.123046875,3.0036453,0.662139742499075,23.1517392482194
17388.0927734375,3.0025458,0.66471948973132,23.2419402003958
17463.291015625,3.00363525,0.665933108958229,23.2843744390989
17583.283203125,3.00395985,0.667141899420081,23.326639839863
17793.3291015625,3.0021484,0.669591145540032,23.412277816085
17863.5390625,3.00369655,0.670694413889778,23.4508536325097
18063.765625,3.0028677,0.671920513396963,23.4937242446491
18138.859375,3.0042447,0.674136875121961,23.5712194098588
18263.970703125,3.00478355,0.675416170584865,23.6159500204498
18379.12890625,3.0033168,0.676535058755595,23.6550719844614
18579.2939453125,3.0049696,0.678702954423522,23.730872532291
18729.392578125,3.0041959,0.679835965711754,23.7704883115998
18884.513671875,3.0027931,0.682120038637452,23.8503510013095
19034.8447265625,3.0045378,0.683183801566091,23.8875455093039
19184.9072265625,3.004084,0.684202082697608,23.9231497446716
19249.9111328125,3.00455905,0.686299724608823,23.9964938674414
19370.16796875,3.0048467,0.687329552478082,24.032501834898
19495.5205078125,3.00403205,0.688330182350376,24.0674888933698
19705.154296875,3.0050242,0.690319042162259,24.1370294462328
19775.0810546875,3.00424085,0.691314543101267,24.171837171373
19905.283203125,3.0042673,0.6923877272719,24.2093610934231
